token, holder, balanceInUSD
Rally(0xf1f955016EcbCd7321c7266BccFB96c68ea5E49b), 0xc285c2f4cf65a5c523e0352819b5c01f01eeb806, 652684.0842437812
Dogelon Mars(0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3), 0x738cf6903e6c4e699d1c2dd9ab8b67fcdb3121ea, 287522.55525374436
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x617e271566865d6e2f7781ba8d5735191a841f87, 1022877.8271289236
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x49f2a0d1629c30df629898fb811ef43ab8d437a1, 6566129.387673862
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x46665e88c7a04785a4b95e7cdafd8b0006b922bd, 2432498.7210515914
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2, 8319520.425723255
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x4319fa758e3d7024e5cea1943343c9dc641cffc4, 202793.57562168947
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x85f66d1dc3059acd63ff0e97b1ea24898b9c6d1f, 186605.14989983168
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x527c7b22cdb0a352d612c3204cb954b0e7a8dd39, 508542.80127285764
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x70127b3aa0604107c88a66e3379b5dc73a8ea65e, 1055631.04918988
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xcf90453ffc245c83723c51d9a78ce974fc9e025f, 162378.10220351175
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x45fe08f86bb64505bdbaac0bfe19382dd0a44cd6, 755532.0943280744
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xd0c8cf276149230c54f460014cbaf072c606203d, 270187.8255921505
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x70d893a548cc1de10f6e053fc638f702c298f549, 4436570.011429456
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x0c764a66a54fc2025479b9d27cd51bfb4676972b, 189890.8409541675
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x4423ac71f53ca92e2f2be5917a9c2468e7412f4a, 400595.3216768334
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x8138d2201ec4b556953b3b959a1771e89b5d53ef, 160165.75119226179
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x9fdc6c51ac273637ead71b34e031c4e6b52bc57b, 339617.167281372
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x5d3ef18515c2d8637872ca88097bd5eae3520f16, 238850.9874071663
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x997b54d967e0452abf233eb12b6829db84f96c2a, 385551.6858062039
Chainbing(0x1900E8B5619a3596745F715d0427Fe617c729BA9), 0x3c02290922a3618a4646e3bbca65853ea45fe7c6, 290420.76121654257
BitDAO(0x1A4b46696b2bB4794Eb3D4c26f1c55F9170fa4C5), 0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2, 142637258.83412823
BitDAO(0x1A4b46696b2bB4794Eb3D4c26f1c55F9170fa4C5), 0x0f4ee9631f4be0a63756515141281a3e2b293bbe, 4485022.360360858
KOK(0x9b9647431632af44be02ddd22477ed94d14aacaa), 0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98, 34085738.14100278
MetisDAO(0x9E32b13ce7f2E80A01932B42553652E053D6ed8e), 0x13c74967aec876013d8fbf81485df780d6093527, 400613.40482303465
MetisDAO(0x9E32b13ce7f2E80A01932B42553652E053D6ed8e), 0x9affe964574192aab6da32acec63d79b3671be4b, 181122.86310838384
MetisDAO(0x9E32b13ce7f2E80A01932B42553652E053D6ed8e), 0x3a45468c2b85a969ab3999f9b286da9bab226709, 477492.445749481
MetisDAO(0x9E32b13ce7f2E80A01932B42553652E053D6ed8e), 0xb53c7b5c6e8204f8b61f4cb91632d6287f1b757c, 316869.35974703304
MetisDAO(0x9E32b13ce7f2E80A01932B42553652E053D6ed8e), 0x71123f1117d5c511dd83afc06dfd8dd69d32fc84, 628646.1762124173
UFO Gaming(0x249e38ea4102d0cf8264d3701f1a0e39c4f2dc3b), 0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91, 1682261.219511852
AVINOC(0xf1ca9cb74685755965c7458528a36934df52a3ef), 0x79701290338abab2a5f3d4321eafde7209d5e76a, 271977.6986490829
AVINOC(0xf1ca9cb74685755965c7458528a36934df52a3ef), 0x11b310cb53fab77ded7aacdc34c94afcb7fec4e3, 508571.4099715344
LUKSO(0xA8b919680258d369114910511cc87595aec0be6D), 0x32a77804a4d1b94fac09578238525b3423e5f0fd, 305612.1880876268
LUKSO(0xA8b919680258d369114910511cc87595aec0be6D), 0x72701f26eea545f9c98e76d56643d382477375ac, 192276.70964643173
LUKSO(0xA8b919680258d369114910511cc87595aec0be6D), 0x13307b8854a95946b54a904100afd0767a7a577b, 414058.00432667875
Hxro(0x4bd70556ae3f8a6ec6c4080a0c327b24325438f3), 0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2, 34277871.415706284
Wilder World(0x2a3bff78b79a009976eea096a51a948a3dc00e34), 0xdba9184305207f843d7fe57a49a9079981ba4298, 2126329.5844305996
Wilder World(0x2a3bff78b79a009976eea096a51a948a3dc00e34), 0x9f1b34d80570391ee39df33fdbcfb877d60f24ed, 506597.3202074858
Victoria VR(0x7d5121505149065b562c789a0145ed750e6e8cdd), 0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91, 4680749.997665641
Decentral Games(0x4b520c812e8430659fc9f12f6d0c39026c83588d), 0x7260f7927a25949c15b7c4cbcf936510bf34c81b, 635322.7707148775
Dawn Protocol(0x580c8520deda0a441522aeae0f9f7a5f29629afa), 0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2, 10017339.480000151
Strike(0x74232704659ef37c08995e386a2e26cc27a8d7b1), 0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98, 5289921.517621729
Veritaseum(0x8f3470A7388c05eE4e7AF3d01D8C722b0FF52374), 0xe03c23519e18d64f144d2800e30e81b0065c48b5, 786129.6208576005
e-Radix(0x6468e79A80C0eaB0F9A2B574c8d5bC374Af59414), 0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91, 4098287.2928587263
e-Radix(0x6468e79A80C0eaB0F9A2B574c8d5bC374Af59414), 0x13307b8854a95946b54a904100afd0767a7a577b, 281798.66431477957
Verasity(0xf411903cbc70a74d22900a5de66a2dda66507255), 0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91, 3903972.9730031067
Verasity(0xf411903cbc70a74d22900a5de66a2dda66507255), 0x3c02290922a3618a4646e3bbca65853ea45fe7c6, 244010.52724184224
Verasity(0xf411903cbc70a74d22900a5de66a2dda66507255), 0xaf91f2d992f37450695bfdd15f26362c40d71088, 4674564.509234942
