token, holder, balanceInUSD
Dogelon Mars(0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3), 0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91, 417634.2461008993
OriginTrail(0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f), 0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98, 2735360.1049861335
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2, 14318140.25816649
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x9c9bca05379bc8abfe7378b603e1c95048274224, 1141280.225522004
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x9896bd745152832a29974d0641b49ce357190b8e, 179519.68499619944
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xebdbb4a9b9e2e41151938138bd789f38fe3af41d, 1981107.0500020639
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x5c72da9cad883d790eb1e4165cf2441b3be165e2, 1782121.8805435142
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x0c706bd201903db654f748b824d4cfde63edb4c2, 2139024.6953431913
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x2c75b416db1b52c5ddd9a4265630ba36457218d2, 585260.5760715107
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xda8d2e0375704df712219a791bad2c926bea3f3e, 489705.0058924159
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x75c8bb1922c7fe0cb2f4d76bf778cfce74b35830, 280183.0286341062
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xd0180bdc0fd6b9944cecfa873e88556030a5ffbc, 291428.4414097923
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x1c62b221cfd8fdfd547829f3f044558a4a129d0c, 187263.25552436453
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xfa1440afb3a2b45ff5c1fb9b420063f342f935dd, 169707.32531895535
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x66a719a5d1303c1a07162fb2dd3d63c2225ba661, 173268.2209764138
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xe6b81b4737fdfc8affcf3835905a320858988285, 198967.2089946373
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xa129b237c86f74a0d4d6d6bb3f25417b305d6558, 231153.08103788746
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x64a369619b17fbf50ba064a8c4814eddb0a872c1, 352488.2738963945
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x3ade46a7c0489a1144686349004c77bd5aca0942, 201893.1973622055
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x68f36b00320b44049c6c40a1bc3af7d2f341c0bc, 500066.7283147608
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x348a8c12b82931701443a82fecd0479449bd9b09, 154498.30491682366
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x398854e76b044a11ce48f771b47c916fa9bbf5b9, 175559.30205409176
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x50adf7a75d7cd6132acc0a2fb21c019011286635, 4111015.2289972617
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xeb4e17f4b6a9490ee3579c0f1edf144868f2753c, 298583.89650215814
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x4be679da788d58fbeaea25879588cd079d7bf67e, 151948.16811738978
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x9fdc6c51ac273637ead71b34e031c4e6b52bc57b, 296181.1690268215
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0xa10b0c91bf034bd03cf0b61e3a0f82c845639866, 230066.5947656642
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x4423ac71f53ca92e2f2be5917a9c2468e7412f4a, 257466.15218436366
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x997b54d967e0452abf233eb12b6829db84f96c2a, 282761.0146946416
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x63e8388ac285b27949e9312aab422968e787475f, 160586.81457898853
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0xe7e0e94c62dc0efc45ce8858b2fa5207b4d8a06e, 154030.71357583324
BitDAO(0x1A4b46696b2bB4794Eb3D4c26f1c55F9170fa4C5), 0x0f4ee9631f4be0a63756515141281a3e2b293bbe, 4760483.373323308
MetisDAO(0x9E32b13ce7f2E80A01932B42553652E053D6ed8e), 0x86b337be60c942e80f31e7be097de1ca821c5f7f, 441919.499738613
MetisDAO(0x9E32b13ce7f2E80A01932B42553652E053D6ed8e), 0x32573f29f8f407f5c291e0d2cf9b08116a8053c9, 283827.27767603955
MetisDAO(0x9E32b13ce7f2E80A01932B42553652E053D6ed8e), 0x62c5a3d848798a130470dc02a82bb21bc56212b0, 271632.2575242398
MetisDAO(0x9E32b13ce7f2E80A01932B42553652E053D6ed8e), 0xfbacf517a8523a41c75c189fb9fce7b536030e1a, 237447.89622229314
MetisDAO(0x9E32b13ce7f2E80A01932B42553652E053D6ed8e), 0xa6e18d9f772cbc9cf8c61093e4bf5d6c0c6a3cb0, 190757.5525672737
Lido DAO Token(0x5a98fcbea516cf06857215779fd812ca3bef1b32), 0xcd3005949d757cfa000abb87f30c6517281d449b, 903737.4511891756
Lido DAO Token(0x5a98fcbea516cf06857215779fd812ca3bef1b32), 0x002a417eb2874c2fbcf52e5fdc4633b5df92b012, 747342.7588448053
Lido DAO Token(0x5a98fcbea516cf06857215779fd812ca3bef1b32), 0xf9aa6e811147d1a5c82864ea5e59a0909e691923, 336172.29390381475
