token, holder, balanceInUSD
Dogelon Mars(0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3), 0xa910f92acdaf488fa6ef02174fb86208ad7722ba, 22219335.06796949
MXC(0x5ca381bbfb58f0092df149bd3d243b08b9a8386e), 0x738cf6903e6c4e699d1c2dd9ab8b67fcdb3121ea, 466206.4661704238
Orbs(0xff56cc6b1e6ded347aa0b7676c85ab0b3d08b0fa), 0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2, 483221.21573394845
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x3d9fea0f3abc3e4674b7bbb818534e5675da77d2, 398089.9751875359
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x8e9741f27b21d6b3d5791b5566a880ecf5a1f21e, 782514.9565153592
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x4f58985b75eec8f14c536878a19eadf4a1960d6c, 2711156.620086874
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xd7a32a9b6c204200253455712f7412d7384efbbb, 483466.85793559195
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xafb93285e08148caa7c2262e21de2d3d172c8461, 403962.3363929442
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x5d88f057ecf3a6c8d26d190efeb4e86e387cde2e, 203336.74650651554
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xe90213440d7b167161fa9074181d3d6f6279b9ec, 382412.57915607357
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xc24459138dab514c87e998e08afd64809d244269, 860233.2148002688
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2, 8542463.406318063
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x8138d2201ec4b556953b3b959a1771e89b5d53ef, 289890.30414726736
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x997b54d967e0452abf233eb12b6829db84f96c2a, 551249.0026401769
BitDAO(0x1A4b46696b2bB4794Eb3D4c26f1c55F9170fa4C5), 0x0f4ee9631f4be0a63756515141281a3e2b293bbe, 4859786.137824111
BitDAO(0x1A4b46696b2bB4794Eb3D4c26f1c55F9170fa4C5), 0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2, 131882022.63472784
BitDAO(0x1A4b46696b2bB4794Eb3D4c26f1c55F9170fa4C5), 0x2c66e8a0659890143cbf8c978e03dc9162e95f0a, 230981.3750401721
BitDAO(0x1A4b46696b2bB4794Eb3D4c26f1c55F9170fa4C5), 0xc3ab3e2652db2a85e4f26f90761ddefb97736ea6, 2059816.7781137342
MetisDAO(0x9E32b13ce7f2E80A01932B42553652E053D6ed8e), 0x3aab8cbd076ecc555de227af9fdf6f04419ad030, 233776.53654695788
MetisDAO(0x9E32b13ce7f2E80A01932B42553652E053D6ed8e), 0x8319ef53245d8fffe01ae8fb4ad0a22016bdbb42, 719898.9007036195
MetisDAO(0x9E32b13ce7f2E80A01932B42553652E053D6ed8e), 0x13c74967aec876013d8fbf81485df780d6093527, 731055.3589800368
MetisDAO(0x9E32b13ce7f2E80A01932B42553652E053D6ed8e), 0x1414f79330ee569601f49188a0e74ab24908d150, 200702.4151675749
MetisDAO(0x9E32b13ce7f2E80A01932B42553652E053D6ed8e), 0xb9a57a7a3d5f264882137fbb05506ecc7a3c723c, 164652.1078793596
MetisDAO(0x9E32b13ce7f2E80A01932B42553652E053D6ed8e), 0x30e3bc8b1c00725f40c75ef1774cd984c2e3e2b3, 343578.1101002036
MetisDAO(0x9E32b13ce7f2E80A01932B42553652E053D6ed8e), 0x5091d7c9767f7b4a9ce0adaa743f58d1aeea8e49, 190017.6760597637
Rocket Pool(0xd33526068d116ce69f19a9ee46f0bd304f21a51f), 0xb1e9d641249a2033c37cf1c241a01e717c2f6c76, 3997210.63004047
Lido DAO Token(0x5a98fcbea516cf06857215779fd812ca3bef1b32), 0x0346d9bbb8a7866503655c0ade797ce5852d355b, 1804806.1553860884
Lido DAO Token(0x5a98fcbea516cf06857215779fd812ca3bef1b32), 0x4ec4e360ef15ba15a775216a51643bea48623296, 194932.15869602349
Lido DAO Token(0x5a98fcbea516cf06857215779fd812ca3bef1b32), 0xb9e025a1363373e48da72f7e4f6eb7cddf2f6501, 210631.9696001721
LUKSO(0xA8b919680258d369114910511cc87595aec0be6D), 0x0b6613040afd9e16b377daafa46823af61001c65, 199349.1242380361
UFO Gaming(0x249e38ea4102d0cf8264d3701f1a0e39c4f2dc3b), 0xe8758adc9ce7a0f3b51ce30247aa025faf595cc2, 526525.6646526511
Humanscape(0x174afe7a032b5a33a3270a9f6c30746e25708532), 0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2, 344779.3717783248
Origin Dollar(0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86), 0xc2d9db3602c5e886600c32d14b72029dd100f9b5, 411518.1593236955
Starlink(0x8e6cd950ad6ba651f6dd608dc70e5886b1aa6b24), 0x13307b8854a95946b54a904100afd0767a7a577b, 249427.81239534126
Starlink(0x8e6cd950ad6ba651f6dd608dc70e5886b1aa6b24), 0x9c5dcc5ce2bff526773d529d932a345b9ec41671, 292248.89694828965
Starlink(0x8e6cd950ad6ba651f6dd608dc70e5886b1aa6b24), 0xecd8eab79c4588b21582a2db518c2608937ae8e4, 1184385.3725900007
AVINOC(0xf1ca9cb74685755965c7458528a36934df52a3ef), 0x11b310cb53fab77ded7aacdc34c94afcb7fec4e3, 305766.6707884486
DEAPcoin(0x1a3496c18d558bd9c6c8f609e1b129f67ab08163), 0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98, 8994063.913856516
Decentral Games(0x4b520c812e8430659fc9f12f6d0c39026c83588d), 0x091f3b14a3323819c36ad0ec1298f97f0c7e0caa, 289625.9813823313
Decentral Games [Old](0xee06a81a695750e71a662b51066f2c74cf4478a0), 0xc2e7f4247ffc0601a491c36517258a79c5da8594, 167458.49416663163
Verasity(0xf411903cbc70a74d22900a5de66a2dda66507255), 0xe62dc92012e3996374a7b8f5fa06b38434281afd, 5386457.819780322
Verasity(0xf411903cbc70a74d22900a5de66a2dda66507255), 0xaf91f2d992f37450695bfdd15f26362c40d71088, 4651914.04682935
Verasity(0xf411903cbc70a74d22900a5de66a2dda66507255), 0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98, 5888483.398396969
Verasity(0xf411903cbc70a74d22900a5de66a2dda66507255), 0xad67725061fa412d3af086456fde8a2d2d60408a, 288788.9919535016
Maple(0x33349b282065b0284d756f0577fb39c158f935e6), 0xb7f1ea585d7bf0f04941a29a03465cb74844c0cb, 372128.008501835
Covalent(0xD417144312DbF50465b1C641d016962017Ef6240), 0x6455327f820edd69c4cd665b995e0fec679d7f9e, 656019.6770588536
KeeperDAO(0xfa5047c9c78b8877af97bdcb85db743fd7313d4a), 0xc0609b5fef187f8d9a4330695c330e487c98a503, 3217284.387483287
KeeperDAO(0xfa5047c9c78b8877af97bdcb85db743fd7313d4a), 0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2, 8184017.467265661
Shapeshift FOX Token(0xc770eefad204b5180df6a14ee197d99d808ee52d), 0x8930176d92ee275eb7078c1a16deb0128b5da2c7, 244390.00717698032
Efinity Token(0x656C00e1BcD96f256F224AD9112FF426Ef053733), 0xee1b89b26cd9daaf05e3cd146b68fc6f0a8ea33b, 739653.6731493551
Aleph.im(0x27702a26126e0b3702af63ee09ac4d1a084ef628), 0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2, 2185140.532877648
Ribbon Finance(0x6123b0049f904d730db3c36a31167d9d4121fa6b), 0x0f4ee9631f4be0a63756515141281a3e2b293bbe, 361761.81281395257
Tokenlon Network Token(0x0000000000095413afc295d19edeb1ad7b71c952), 0x806f4bc82a486122270b4f89b17f8f6f20a0da9b, 690939.0960508427
Cellframe(0x26c8afbbfe1ebaca03c2bb082e69d0476bffe099), 0xdba9184305207f843d7fe57a49a9079981ba4298, 489115.03199011955
Offshift(0xabe580e7ee158da464b51ee1a83ac0289622e6be), 0x0fc5d2f07d60320918a39c435044437b038f0a70, 362491.5721183573
YIELD App(0xF94b5C5651c888d928439aB6514B93944eEE6F48), 0x6d2fceb4fea5d959d3e3865727110122afc15ea5, 37426502.638819255
XMON(0x3aaDA3e213aBf8529606924d8D1c55CbDc70Bf74), 0xc4b5bdc3b6d27a2e1c618498d3cbfd97358b2a3f, 189538.12553607338
Polkadex(0xF59ae934f6fe444afC309586cC60a84a0F89Aaea), 0x3737373737373737373737373737373737373737, 5512666.50291874
Gods Unchained(0xccc8cb5229b0ac8069c51fd58367fd1e622afd97), 0x653d63e4f2d7112a19f5eb993890a3f27b48ada5, 239908.1925492827
Rainicorn(0xeb953eda0dc65e3246f43dc8fa13f35623bdd5ed), 0xec90215396fd13d3e847901580f4085ca097526c, 171214.99738135168
Stratos(0x08c32b0726C5684024ea6e141C50aDe9690bBdcc), 0x94fcffcfce97bd9d8957297d3f48c224a9328949, 1085381.3038961675
Stratos(0x08c32b0726C5684024ea6e141C50aDe9690bBdcc), 0x915f09c81333830f156048cdd251ea0e11941f27, 639285.1308628526
Stratos(0x08c32b0726C5684024ea6e141C50aDe9690bBdcc), 0x3a0cf362fdf94a74258c7323d956c3d4b7b3c820, 485965.54353257676
Stratos(0x08c32b0726C5684024ea6e141C50aDe9690bBdcc), 0xfdb3519f49149ffbd787927cd09792eeaccdd56c, 731064.7973760596
Stratos(0x08c32b0726C5684024ea6e141C50aDe9690bBdcc), 0xdba00425aee62ef005b1d1af8290edd1f72884e4, 577156.2215327212
Stratos(0x08c32b0726C5684024ea6e141C50aDe9690bBdcc), 0x8651933a0debcced5f0c9221fb6d4b53e87d7f91, 384770.8143551474
Stratos(0x08c32b0726C5684024ea6e141C50aDe9690bBdcc), 0xcc7afff2779b6c7a0c201cc91ca3c304e424a554, 252217.13625612104
Stratos(0x08c32b0726C5684024ea6e141C50aDe9690bBdcc), 0x4cd4bc363458b52380d695b5c923b8994a245281, 243154.71639589797
Stratos(0x08c32b0726C5684024ea6e141C50aDe9690bBdcc), 0xfae8d3c7e4664f846c4d826fe6c826bdad2b4b55, 1128460.8618726444
