token, holder, balanceInUSD
Dogelon Mars(0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3), 0x738cf6903e6c4e699d1c2dd9ab8b67fcdb3121ea, 1300880.1225969717
MXC(0x5ca381bbfb58f0092df149bd3d243b08b9a8386e), 0x738cf6903e6c4e699d1c2dd9ab8b67fcdb3121ea, 1055227.0854195822
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x4a99dbc440f16d0174de8f3c7e0cc2171834453a, 445728.7301742333
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x50488edd91473cb44906185a48673cde0297adde, 887091.3540557867
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x09a8abbb6526c607072cf3508aba793b22748266, 303608.4578919769
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x83bc759317ab5c0a855a22e74b1471a96e0f9b93, 1534832.3640064017
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xc14150e929795bfbbf508d05e0e9d0917777d487, 273115.05736896995
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xd1fc0bbbad43c1318e8616335a21814a3239ed91, 190211.5838233758
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2, 23337064.63148783
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x80795df53cd359d98acba7348db35cf301162f7d, 242858.31940680803
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xbbf9d76f5e5fc7f34b8f340a805c981b4f1a08b0, 294465.71228075476
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xc89b3bd0e352448eea82f36028da2dcff8525fed, 3491829.293289901
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xb1ab2274b58b23d2a701f164b9a641efc69bc3f1, 1156870.7744300535
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xf1fd2bec62ce46cb5f8cf3995d126f181e364377, 272325.34148340416
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x9434725eee2d1bad39578b7a9c749f86408c6676, 270552.23688944033
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xb5374cac6cad6b025246f19d20b0d4151b640558, 303572.89925851003
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x9c55255f623265fc4cdd0e2d980dedfd1811eacf, 303572.89925851003
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0xc537694e559733a5a697a4d12317811cf1a8a8f5, 207641.76605402582
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x9b47a5962065186ef211e9e392e69961ede88d9a, 1202359.8255835734
Lido stETH(0xae7ab96520de3a18e5e111b5eaab095312d7fe84), 0x86aa52f6ab4b614b689d9438d29c4b0d3b69df92, 156359.96364737107
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0xce2db6c6f8908328d023fa98a5eacd42f6138944, 296435.95321293257
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x9fdc6c51ac273637ead71b34e031c4e6b52bc57b, 468953.5578305897
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x4423ac71f53ca92e2f2be5917a9c2468e7412f4a, 234918.73912601083
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x68e912af6176bb1639aca936eb58d71cc2558b66, 372029.78385464684
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x997b54d967e0452abf233eb12b6829db84f96c2a, 982704.7234924803
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x63e8388ac285b27949e9312aab422968e787475f, 407474.66950028547
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0xca976b22c09b98a752e77e6f02c5181beca5fbf4, 195642.4524957854
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x588354a410e8e5a14a47d8f114bde9ab5d70abba, 249430.16892317572
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x51b7c437c3b0662772df1ba4df1e2f6e1bbc4437, 285246.31769147073
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0xfb27a3f731181c977a088bf9075db5893dc2561d, 237776.49447494902
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x5180db0237291a6449dda9ed33ad90a38787621c, 1312928.2636876386
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0xd1f2739ad714045be6146915275d0a2b822ec1cc, 191146.3322678512
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x9b422e571eb2cb9837efdc4f9087194d65fb070a, 911144.5992310147
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x77fc54677f6cd1c3a669b9c2ff032836af59c5b8, 297992.0295553007
Frax(0x853d955acef822db058eb8505911ed77f175b99e), 0x0e637c843b9fe528352749bb991f30771b2c9704, 1168392.0364534191
BitDAO(0x1A4b46696b2bB4794Eb3D4c26f1c55F9170fa4C5), 0x0f4ee9631f4be0a63756515141281a3e2b293bbe, 6870648.2987587545
BitDAO(0x1A4b46696b2bB4794Eb3D4c26f1c55F9170fa4C5), 0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2, 142353863.4296786
Lido DAO Token(0x5a98fcbea516cf06857215779fd812ca3bef1b32), 0x716dcfbacd8008787b1dbea38a967f604a152095, 498546.4336257956
